Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime
2004-06-05,13.00.00,,991.0,-200.0,,937.0,91.0,874.0,75.0,1581.0,644.0,,,,2004-06-05 13:00:00
2004-06-05,14.00.00,3.0,1182.0,-200.0,,1119.0,219.0,733.0,121.0,1831.0,1032.0,,,,2004-06-05 14:00:00
2004-06-05,15.00.00,,1191.0,-200.0,,1074.0,239.0,741.0,128.0,1816.0,1038.0,,,,2004-06-05 15:00:00
2004-06-05,16.00.00,,1272.0,-200.0,,1136.0,209.0,730.0,139.0,1869.0,1077.0,,,,2004-06-05 16:00:00
2004-06-05,17.00.00,,1138.0,-200.0,,1063.0,169.0,804.0,122.0,1728.0,983.0,,,,2004-06-05 17:00:00
2004-06-05,18.00.00,,1008.0,-200.0,,954.0,92.0,892.0,92.0,1626.0,834.0,,,,2004-06-05 18:00:00
2004-06-05,19.00.00,,1075.0,-200.0,,1015.0,107.0,824.0,97.0,1722.0,949.0,,,,2004-06-05 19:00:00
2004-06-05,20.00.00,,1034.0,-200.0,,935.0,122.0,870.0,98.0,1605.0,941.0,,,,2004-06-05 20:00:00
2004-06-05,21.00.00,,934.0,-200.0,,841.0,100.0,973.0,93.0,1497.0,756.0,,,,2004-06-05 21:00:00
2004-06-05,22.00.00,,883.0,-200.0,,705.0,51.0,1133.0,65.0,1422.0,655.0,,,,2004-06-05 22:00:00
2004-06-05,23.00.00,,1021.0,-200.0,,871.0,93.0,938.0,81.0,1586.0,805.0,,,,2004-06-05 23:00:00
2004-07-05,00.00.00,,1059.0,-200.0,,907.0,145.0,879.0,102.0,1579.0,970.0,,,,2004-07-05 00:00:00
2004-07-05,01.00.00,2.0,1023.0,-200.0,,878.0,106.0,896.0,91.0,1568.0,969.0,,,,2004-07-05 01:00:00
2004-07-05,02.00.00,,855.0,-200.0,,669.0,46.0,1160.0,56.0,1427.0,671.0,,,,2004-07-05 02:00:00
2004-07-05,03.00.00,,826.0,-200.0,,616.0,-200.0,1227.0,-200.0,1384.0,575.0,,,,2004-07-05 03:00:00
2004-07-05,04.00.00,-200.0,831.0,-200.0,,602.0,32.0,1269.0,41.0,1386.0,535.0,,,,2004-07-05 04:00:00
2004-07-05,05.00.00,,817.0,-200.0,,639.0,51.0,1260.0,48.0,1364.0,489.0,,,,2004-07-05 05:00:00
2004-07-05,06.00.00,,972.0,-200.0,,880.0,89.0,964.0,72.0,1590.0,689.0,,,,2004-07-05 06:00:00
2004-07-05,07.00.00,,1200.0,-200.0,,1290.0,214.0,657.0,106.0,2014.0,1196.0,,,,2004-07-05 07:00:00
2004-07-05,08.00.00,,1234.0,-200.0,,1355.0,196.0,621.0,107.0,2095.0,1266.0,,,,2004-07-05 08:00:00
2004-07-05,09.00.00,,1164.0,-200.0,,1148.0,224.0,741.0,127.0,1824.0,1130.0,,,,2004-07-05 09:00:00
2004-07-05,10.00.00,,976.0,-200.0,,952.0,174.0,878.0,114.0,1582.0,834.0,,,,2004-07-05 10:00:00
2004-07-05,11.00.00,,844.0,-200.0,,825.0,90.0,1027.0,101.0,1405.0,536.0,,,,2004-07-05 11:00:00
2004-07-05,12.00.00,,851.0,-200.0,,906.0,89.0,989.0,95.0,1418.0,545.0,,,,2004-07-05 12:00:00
2004-07-05,13.00.00,,926.0,-200.0,,1010.0,132.0,904.0,110.0,1526.0,720.0,,,,2004-07-05 13:00:00
2004-07-05,14.00.00,,890.0,-200.0,,950.0,114.0,940.0,101.0,1460.0,655.0,,,,2004-07-05 14:00:00
2004-07-05,15.00.00,,921.0,-200.0,,914.0,107.0,937.0,106.0,1481.0,614.0,,,,2004-07-05 15:00:00
2004-07-05,16.00.00,,1052.0,-200.0,,956.0,140.0,869.0,116.0,1600.0,725.0,,,,2004-07-05 16:00:00
2004-07-05,17.00.00,,1247.0,-200.0,,1238.0,187.0,691.0,124.0,1948.0,1036.0,,,,2004-07-05 17:00:00
2004-07-05,18.00.00,,1205.0,-200.0,,1222.0,222.0,684.0,133.0,1911.0,1127.0,,,,2004-07-05 18:00:00
2004-07-05,19.00.00,,1016.0,-200.0,,995.0,117.0,857.0,96.0,1642.0,854.0,,,,2004-07-05 19:00:00
2004-07-05,20.00.00,,984.0,-200.0,,879.0,89.0,940.0,85.0,1527.0,792.0,,,,2004-07-05 20:00:00
2004-07-05,21.00.00,2.0,1041.0,-200.0,,898.0,130.0,922.0,97.0,1595.0,891.0,,,,2004-07-05 21:00:00
2004-07-05,22.00.00,2.0,1027.0,-200.0,,887.0,133.0,927.0,97.0,1568.0,876.0,,,,2004-07-05 22:00:00
2004-07-05,23.00.00,,1025.0,-200.0,,869.0,144.0,954.0,101.0,1531.0,851.0,,,,2004-07-05 23:00:00
2004-08-05,00.00.00,,984.0,-200.0,,829.0,99.0,1003.0,85.0,1516.0,787.0,,,,2004-08-05 00:00:00
2004-08-05,01.00.00,,969.0,-200.0,,791.0,102.0,1084.0,80.0,1446.0,711.0,,,,2004-08-05 01:00:00
2004-08-05,02.00.00,,758.0,-200.0,,546.0,27.0,1483.0,33.0,1252.0,396.0,,,,2004-08-05 02:00:00
2004-08-05,03.00.00,-200.0,767.0,-200.0,,547.0,-200.0,1482.0,-200.0,1239.0,375.0,,,,2004-08-05 03:00:00
2004-08-05,04.00.00,-200.0,772.0,-200.0,,518.0,-200.0,1544.0,-200.0,1202.0,343.0,,,,2004-08-05 04:00:00
2004-08-05,05.00.00,-200.0,831.0,-200.0,,557.0,-200.0,1480.0,-200.0,1257.0,401.0,,,,2004-08-05 05:00:00
2004-08-05,06.00.00,-200.0,871.0,-200.0,,628.0,-200.0,1243.0,-200.0,1329.0,518.0,,,,2004-08-05 06:00:00
2004-08-05,07.00.00,-200.0,995.0,-200.0,,808.0,-200.0,1028.0,-200.0,1479.0,685.0,,,,2004-08-05 07:00:00
2004-08-05,08.00.00,-200.0,1093.0,-200.0,,918.0,-200.0,857.0,-200.0,1589.0,939.0,,,,2004-08-05 08:00:00
2004-08-05,09.00.00,-200.0,1079.0,-200.0,,885.0,-200.0,884.0,-200.0,1588.0,974.0,,,,2004-08-05 09:00:00
2004-08-05,10.00.00,-200.0,1084.0,-200.0,,852.0,-200.0,910.0,-200.0,1575.0,959.0,,,,2004-08-05 10:00:00
2004-08-05,11.00.00,-200.0,1204.0,-200.0,,982.0,-200.0,791.0,-200.0,1739.0,1067.0,,,,2004-08-05 11:00:00
2004-08-05,12.00.00,-200.0,1213.0,-200.0,,1018.0,-200.0,760.0,-200.0,1778.0,1061.0,,,,2004-08-05 12:00:00
2004-08-05,13.00.00,-200.0,1124.0,-200.0,,949.0,-200.0,827.0,-200.0,1671.0,1008.0,,,,2004-08-05 13:00:00
2004-08-05,14.00.00,-200.0,945.0,-200.0,,726.0,-200.0,1053.0,-200.0,1432.0,637.0,,,,2004-08-05 14:00:00
2004-08-05,15.00.00,-200.0,964.0,-200.0,,833.0,-200.0,1003.0,-200.0,1489.0,647.0,,,,2004-08-05 15:00:00
2004-08-05,16.00.00,-200.0,903.0,-200.0,,786.0,-200.0,1073.0,-200.0,1375.0,523.0,,,,2004-08-05 16:00:00
2004-08-05,17.00.00,-200.0,918.0,-200.0,,863.0,-200.0,992.0,-200.0,1408.0,539.0,,,,2004-08-05 17:00:00
2004-08-05,18.00.00,-200.0,1028.0,-200.0,,961.0,-200.0,913.0,-200.0,1502.0,649.0,,,,2004-08-05 18:00:00
2004-08-05,19.00.00,-200.0,1175.0,-200.0,,1209.0,-200.0,720.0,-200.0,1829.0,1071.0,,,,2004-08-05 19:00:00
2004-08-05,20.00.00,-200.0,1215.0,-200.0,,1161.0,-200.0,714.0,-200.0,1802.0,1237.0,,,,2004-08-05 20:00:00
2004-08-05,21.00.00,-200.0,1072.0,-200.0,,976.0,-200.0,835.0,-200.0,1603.0,1018.0,,,,2004-08-05 21:00:00
2004-08-05,22.00.00,-200.0,1070.0,-200.0,,952.0,-200.0,858.0,-200.0,1573.0,966.0,,,,2004-08-05 22:00:00
2004-08-05,23.00.00,-200.0,1021.0,-200.0,,853.0,-200.0,979.0,-200.0,1457.0,901.0,,,,2004-08-05 23:00:00
2004-09-05,00.00.00,-200.0,1063.0,-200.0,,859.0,-200.0,952.0,-200.0,1519.0,949.0,,,,2004-09-05 00:00:00
2004-09-05,01.00.00,-200.0,1068.0,-200.0,,938.0,-200.0,862.0,-200.0,1575.0,1057.0,,,,2004-09-05 01:00:00
2004-09-05,02.00.00,-200.0,993.0,-200.0,,913.0,-200.0,879.0,-200.0,1601.0,989.0,,,,2004-09-05 02:00:00
2004-09-05,03.00.00,-200.0,1034.0,-200.0,,928.0,-200.0,848.0,-200.0,1619.0,1005.0,,,,2004-09-05 03:00:00
2004-09-05,04.00.00,-200.0,1025.0,-200.0,,914.0,-200.0,856.0,-200.0,1605.0,1003.0,,,,2004-09-05 04:00:00
2004-09-05,05.00.00,-200.0,1036.0,-200.0,,902.0,-200.0,825.0,-200.0,1558.0,1087.0,,,,2004-09-05 05:00:00
2004-09-05,06.00.00,-200.0,924.0,-200.0,,774.0,-200.0,987.0,-200.0,1460.0,909.0,,,,2004-09-05 06:00:00
2004-09-05,07.00.00,-200.0,922.0,-200.0,,737.0,-200.0,1050.0,-200.0,1414.0,882.0,,,,2004-09-05 07:00:00
2004-09-05,08.00.00,-200.0,830.0,-200.0,,625.0,-200.0,1266.0,-200.0,1303.0,568.0,,,,2004-09-05 08:00:00
2004-09-05,09.00.00,-200.0,947.0,-200.0,,752.0,-200.0,1068.0,-200.0,1434.0,620.0,,,,2004-09-05 09:00:00
2004-09-05,10.00.00,-200.0,977.0,-200.0,,737.0,-200.0,1025.0,-200.0,1450.0,686.0,,,,2004-09-05 10:00:00
2004-09-05,11.00.00,-200.0,1025.0,-200.0,,761.0,-200.0,1008.0,-200.0,1476.0,700.0,,,,2004-09-05 11:00:00
2004-09-05,12.00.00,-200.0,1040.0,-200.0,,804.0,-200.0,940.0,-200.0,1502.0,780.0,,,,2004-09-05 12:00:00
2004-09-05,13.00.00,-200.0,1013.0,-200.0,,718.0,-200.0,1041.0,-200.0,1492.0,558.0,,,,2004-09-05 13:00:00
2004-09-05,14.00.00,-200.0,1035.0,-200.0,,755.0,-200.0,997.0,-200.0,1521.0,608.0,,,,2004-09-05 14:00:00
2004-09-05,15.00.00,-200.0,1086.0,-200.0,,859.0,-200.0,892.0,-200.0,1595.0,754.0,,,,2004-09-05 15:00:00
2004-09-05,16.00.00,-200.0,967.0,-200.0,,753.0,-200.0,1048.0,-200.0,1420.0,544.0,,,,2004-09-05 16:00:00
2004-09-05,17.00.00,-200.0,968.0,-200.0,,785.0,-200.0,1011.0,-200.0,1446.0,550.0,,,,2004-09-05 17:00:00
2004-09-05,18.00.00,-200.0,1004.0,-200.0,,827.0,-200.0,972.0,-200.0,1465.0,627.0,,,,2004-09-05 18:00:00
2004-09-05,19.00.00,-200.0,1132.0,-200.0,,981.0,-200.0,850.0,-200.0,1614.0,877.0,,,,2004-09-05 19:00:00
2004-09-05,20.00.00,-200.0,1121.0,-200.0,,985.0,-200.0,833.0,-200.0,1625.0,981.0,,,,2004-09-05 20:00:00
2004-09-05,21.00.00,-200.0,1068.0,-200.0,,917.0,-200.0,889.0,-200.0,1570.0,832.0,,,,2004-09-05 21:00:00
2004-09-05,22.00.00,-200.0,1123.0,-200.0,,937.0,-200.0,866.0,-200.0,1606.0,941.0,,,,2004-09-05 22:00:00
2004-09-05,23.00.00,-200.0,1101.0,-200.0,,933.0,-200.0,845.0,-200.0,1600.0,1022.0,,,,2004-09-05 23:00:00
2004-10-05,00.00.00,-200.0,997.0,-200.0,,835.0,-200.0,951.0,-200.0,1501.0,888.0,,,,2004-10-05 00:00:00
2004-10-05,01.00.00,-200.0,875.0,-200.0,,654.0,-200.0,1172.0,-200.0,1375.0,683.0,,,,2004-10-05 01:00:00
2004-10-05,02.00.00,-200.0,815.0,-200.0,,569.0,-200.0,1361.0,-200.0,1344.0,534.0,,,,2004-10-05 02:00:00
2004-10-05,03.00.00,-200.0,803.0,-200.0,,531.0,-200.0,1462.0,-200.0,1318.0,489.0,,,,2004-10-05 03:00:00
2004-10-05,04.00.00,-200.0,829.0,-200.0,,570.0,-200.0,1304.0,-200.0,1357.0,562.0,,,,2004-10-05 04:00:00
2004-10-05,05.00.00,-200.0,867.0,-200.0,,625.0,-200.0,1213.0,-200.0,1385.0,652.0,,,,2004-10-05 05:00:00
2004-10-05,06.00.00,-200.0,1118.0,-200.0,,970.0,-200.0,837.0,-200.0,1705.0,1019.0,,,,2004-10-05 06:00:00
2004-10-05,07.00.00,-200.0,1632.0,-200.0,,1587.0,-200.0,523.0,-200.0,2459.0,1678.0,,,,2004-10-05 07:00:00
2004-10-05,08.00.00,-200.0,1598.0,-200.0,,1668.0,-200.0,490.0,-200.0,2617.0,1749.0,,,,2004-10-05 08:00:00
2004-10-05,09.00.00,,1378.0,-200.0,,1303.0,257.0,633.0,117.0,2051.0,1494.0,,,,2004-10-05 09:00:00
2004-10-05,10.00.00,,1132.0,-200.0,,1096.0,178.0,731.0,107.0,1808.0,1186.0,,,,2004-10-05 10:00:00
2004-10-05,11.00.00,,1108.0,-200.0,,1040.0,145.0,767.0,95.0,1748.0,1051.0,,,,2004-10-05 11:00:00
2004-10-05,12.00.00,,1131.0,-200.0,,1097.0,137.0,735.0,93.0,1797.0,1027.0,,,,2004-10-05 12:00:00
2004-10-05,13.00.00,,1105.0,-200.0,,1080.0,139.0,751.0,104.0,1758.0,981.0,,,,2004-10-05 13:00:00
2004-10-05,14.00.00,,1120.0,-200.0,,1096.0,130.0,753.0,102.0,1767.0,976.0,,,,2004-10-05 14:00:00
2004-10-05,15.00.00,,1100.0,-200.0,,1108.0,148.0,800.0,109.0,1731.0,932.0,,,,2004-10-05 15:00:00
2004-10-05,16.00.00,,1098.0,-200.0,,1124.0,120.0,810.0,97.0,1716.0,871.0,,,,2004-10-05 16:00:00
2004-10-05,17.00.00,,1137.0,-200.0,,1234.0,132.0,749.0,104.0,1824.0,990.0,,,,2004-10-05 17:00:00
2004-10-05,18.00.00,,1267.0,-200.0,,1352.0,188.0,651.0,124.0,1961.0,1196.0,,,,2004-10-05 18:00:00
2004-10-05,19.00.00,4.0,1319.0,-200.0,,1413.0,204.0,597.0,135.0,2050.0,1329.0,,,,2004-10-05 19:00:00
2004-10-05,20.00.00,3.0,1160.0,-200.0,,1189.0,167.0,698.0,122.0,1824.0,1151.0,,,,2004-10-05 20:00:00
2004-10-05,21.00.00,,1084.0,-200.0,,1063.0,128.0,775.0,109.0,1703.0,1031.0,,,,2004-10-05 21:00:00
2004-10-05,22.00.00,,1025.0,-200.0,,963.0,106.0,842.0,95.0,1621.0,917.0,,,,2004-10-05 22:00:00
2004-10-05,23.00.00,,953.0,-200.0,,830.0,88.0,986.0,86.0,1521.0,860.0,,,,2004-10-05 23:00:00
2004-11-05,00.00.00,,959.0,-200.0,,812.0,77.0,961.0,78.0,1518.0,910.0,,,,2004-11-05 00:00:00
2004-11-05,01.00.00,,834.0,-200.0,,637.0,36.0,1187.0,53.0,1362.0,699.0,,,,2004-11-05 01:00:00
2004-11-05,02.00.00,,787.0,-200.0,,549.0,28.0,1366.0,43.0,1317.0,596.0,,,,2004-11-05 02:00:00
2004-11-05,03.00.00,,799.0,-200.0,,555.0,-200.0,1327.0,-200.0,1320.0,643.0,,,,2004-11-05 03:00:00
2004-11-05,04.00.00,-200.0,807.0,-200.0,,571.0,46.0,1305.0,53.0,1335.0,704.0,,,,2004-11-05 04:00:00
2004-11-05,05.00.00,,866.0,-200.0,,686.0,55.0,1135.0,48.0,1405.0,741.0,,,,2004-11-05 05:00:00
2004-11-05,06.00.00,,1035.0,-200.0,,917.0,135.0,882.0,64.0,1606.0,968.0,,,,2004-11-05 06:00:00
2004-11-05,07.00.00,,1469.0,-200.0,,1491.0,327.0,555.0,95.0,2301.0,1561.0,,,,2004-11-05 07:00:00
2004-11-05,08.00.00,,1553.0,-200.0,,1575.0,383.0,508.0,120.0,2423.0,1779.0,,,,2004-11-05 08:00:00
2004-11-05,09.00.00,,1513.0,-200.0,,1455.0,366.0,554.0,153.0,2182.0,1822.0,,,,2004-11-05 09:00:00
2004-11-05,10.00.00,,1395.0,-200.0,,1368.0,322.0,605.0,163.0,2032.0,1675.0,,,,2004-11-05 10:00:00
2004-11-05,11.00.00,3.0,1209.0,-200.0,,1248.0,188.0,712.0,119.0,1891.0,1295.0,,,,2004-11-05 11:00:00
2004-11-05,12.00.00,,1142.0,-200.0,,1115.0,144.0,776.0,96.0,1735.0,1091.0,,,,2004-11-05 12:00:00
2004-11-05,13.00.00,,1140.0,-200.0,,1129.0,132.0,765.0,94.0,1728.0,1023.0,,,,2004-11-05 13:00:00
2004-11-05,14.00.00,2.0,1105.0,-200.0,,1035.0,117.0,826.0,86.0,1643.0,877.0,,,,2004-11-05 14:00:00
2004-11-05,15.00.00,,1131.0,-200.0,,1058.0,121.0,824.0,91.0,1664.0,931.0,,,,2004-11-05 15:00:00
2004-11-05,16.00.00,,1162.0,-200.0,,1064.0,124.0,832.0,97.0,1675.0,913.0,,,,2004-11-05 16:00:00
2004-11-05,17.00.00,,1336.0,-200.0,,1326.0,188.0,674.0,125.0,1923.0,1255.0,,,,2004-11-05 17:00:00
2004-11-05,18.00.00,,1533.0,-200.0,,1549.0,226.0,573.0,140.0,2233.0,1571.0,,,,2004-11-05 18:00:00
2004-11-05,19.00.00,,1650.0,-200.0,,1649.0,266.0,528.0,158.0,2345.0,1779.0,,,,2004-11-05 19:00:00
2004-11-05,20.00.00,5.0,1535.0,-200.0,,1458.0,269.0,568.0,159.0,2120.0,1735.0,,,,2004-11-05 20:00:00
2004-11-05,21.00.00,,1382.0,-200.0,,1243.0,183.0,632.0,128.0,1941.0,1511.0,,,,2004-11-05 21:00:00
2004-11-05,22.00.00,,1335.0,-200.0,,1122.0,167.0,673.0,114.0,1840.0,1424.0,,,,2004-11-05 22:00:00
2004-11-05,23.00.00,,1267.0,-200.0,,1064.0,138.0,706.0,100.0,1766.0,1348.0,,,,2004-11-05 23:00:00
2004-12-05,00.00.00,,1122.0,-200.0,,926.0,105.0,805.0,88.0,1619.0,1174.0,,,,2004-12-05 00:00:00
2004-12-05,01.00.00,,986.0,-200.0,,771.0,54.0,964.0,67.0,1518.0,947.0,,,,2004-12-05 01:00:00
2004-12-05,02.00.00,,966.0,-200.0,,744.0,58.0,967.0,65.0,1511.0,935.0,,,,2004-12-05 02:00:00
2004-12-05,03.00.00,,919.0,-200.0,,661.0,-200.0,1089.0,-200.0,1468.0,838.0,,,,2004-12-05 03:00:00
2004-12-05,04.00.00,-200.0,872.0,-200.0,,632.0,37.0,1132.0,47.0,1403.0,768.0,,,,2004-12-05 04:00:00
2004-12-05,05.00.00,,967.0,-200.0,,749.0,84.0,996.0,57.0,1517.0,881.0,,,,2004-12-05 05:00:00
2004-12-05,06.00.00,,1152.0,-200.0,,964.0,134.0,800.0,73.0,1705.0,1096.0,,,,2004-12-05 06:00:00
2004-12-05,07.00.00,,1500.0,-200.0,,1393.0,279.0,560.0,95.0,2163.0,1495.0,,,,2004-12-05 07:00:00
2004-12-05,08.00.00,,1754.0,-200.0,,1716.0,333.0,452.0,110.0,2667.0,1895.0,,,,2004-12-05 08:00:00
2004-12-05,09.00.00,,1558.0,-200.0,,1469.0,336.0,525.0,121.0,2281.0,1758.0,,,,2004-12-05 09:00:00
2004-12-05,10.00.00,,1446.0,-200.0,,1350.0,280.0,568.0,108.0,2140.0,1630.0,,,,2004-12-05 10:00:00
2004-12-05,11.00.00,,1349.0,-200.0,,1236.0,275.0,627.0,125.0,1964.0,1530.0,,,,2004-12-05 11:00:00
2004-12-05,12.00.00,,1452.0,-200.0,,1371.0,207.0,576.0,117.0,2138.0,1622.0,,,,2004-12-05 12:00:00
2004-12-05,13.00.00,,1676.0,-200.0,,1534.0,305.0,496.0,131.0,2413.0,1828.0,,,,2004-12-05 13:00:00
2004-12-05,14.00.00,,1327.0,-200.0,,1139.0,236.0,658.0,126.0,1894.0,1323.0,,,,2004-12-05 14:00:00
2004-12-05,15.00.00,,1248.0,-200.0,,1072.0,183.0,713.0,114.0,1797.0,1188.0,,,,2004-12-05 15:00:00
2004-12-05,16.00.00,,1250.0,-200.0,,1074.0,162.0,724.0,123.0,1806.0,1166.0,,,,2004-12-05 16:00:00
2004-12-05,17.00.00,,1222.0,-200.0,,1084.0,157.0,727.0,116.0,1797.0,1108.0,,,,2004-12-05 17:00:00
2004-12-05,18.00.00,,1159.0,-200.0,,1097.0,136.0,748.0,107.0,1709.0,995.0,,,,2004-12-05 18:00:00
2004-12-05,19.00.00,,1192.0,-200.0,,1143.0,166.0,740.0,123.0,1767.0,1108.0,,,,2004-12-05 19:00:00
2004-12-05,20.00.00,,1074.0,-200.0,,954.0,136.0,846.0,112.0,1570.0,956.0,,,,2004-12-05 20:00:00
2004-12-05,21.00.00,,984.0,-200.0,,851.0,112.0,959.0,101.0,1452.0,817.0,,,,2004-12-05 21:00:00
2004-12-05,22.00.00,,970.0,-200.0,,773.0,87.0,1026.0,91.0,1425.0,658.0,,,,2004-12-05 22:00:00
2004-12-05,23.00.00,,987.0,-200.0,,800.0,86.0,989.0,88.0,1462.0,658.0,,,,2004-12-05 23:00:00
,00.00.00,,1003.0,-200.0,,836.0,98.0,949.0,96.0,1455.0,748.0,,,,
,01.00.00,,933.0,-200.0,,747.0,62.0,1045.0,75.0,1405.0,569.0,,,,
,02.00.00,,859.0,-200.0,,620.0,32.0,1201.0,47.0,1316.0,445.0,,,,
,03.00.00,,815.0,-200.0,,538.0,-200.0,1412.0,-200.0,1272.0,379.0,,,,
,04.00.00,-200.0,792.0,-200.0,,501.0,21.0,1554.0,25.0,1252.0,354.0,,,,
,05.00.00,,835.0,-200.0,,560.0,41.0,1409.0,49.0,1317.0,407.0,,,,
,06.00.00,1.0,975.0,-200.0,,736.0,86.0,1069.0,85.0,1459.0,611.0,,,,
,07.00.00,2.0,1133.0,-200.0,,957.0,174.0,815.0,106.0,1652.0,944.0,,,,
,08.00.00,,1347.0,-200.0,,1237.0,264.0,645.0,136.0,1984.0,1328.0,,,,
,09.00.00,,1122.0,-200.0,,1000.0,211.0,783.0,119.0,1663.0,1085.0,,,,
,10.00.00,,1152.0,-200.0,,1014.0,208.0,774.0,122.0,1714.0,1139.0,,,,
,11.00.00,,1020.0,-200.0,,866.0,139.0,907.0,90.0,1554.0,799.0,,,,
,12.00.00,,1066.0,-200.0,,927.0,138.0,846.0,97.0,1608.0,804.0,,,,
,13.00.00,,1105.0,-200.0,,1016.0,142.0,789.0,98.0,1736.0,930.0,,,,
,14.00.00,,1056.0,-200.0,,894.0,131.0,891.0,93.0,1576.0,771.0,,,,
,15.00.00,,1084.0,-200.0,,970.0,132.0,818.0,98.0,1626.0,845.0,,,,
,16.00.00,,1288.0,-200.0,,1191.0,178.0,691.0,123.0,1910.0,1192.0,,,,
,17.00.00,,1390.0,-200.0,,1368.0,228.0,605.0,148.0,2092.0,1494.0,,,,
,18.00.00,,1374.0,-200.0,,1303.0,232.0,636.0,148.0,2036.0,1457.0,,,,
,19.00.00,,1378.0,-200.0,,1342.0,204.0,612.0,133.0,2076.0,1489.0,,,,
,20.00.00,,1428.0,-200.0,,1329.0,250.0,594.0,141.0,2102.0,1602.0,,,,
,21.00.00,,1336.0,-200.0,,1176.0,208.0,656.0,131.0,1891.0,1468.0,,,,
,22.00.00,,1234.0,-200.0,,1049.0,158.0,746.0,121.0,1733.0,1274.0,,,,
,23.00.00,,1300.0,-200.0,,1221.0,197.0,648.0,123.0,1946.0,1401.0,,,,
,00.00.00,,1246.0,-200.0,,1150.0,152.0,654.0,107.0,1873.0,1354.0,,,,
,01.00.00,,1141.0,-200.0,,1017.0,112.0,740.0,104.0,1690.0,1188.0,,,,
,02.00.00,,1014.0,-200.0,,853.0,75.0,883.0,91.0,1538.0,975.0,,,,
,03.00.00,1.0,938.0,-200.0,,769.0,-200.0,978.0,-200.0,1463.0,816.0,,,,
,04.00.00,-200.0,988.0,-200.0,,814.0,74.0,908.0,87.0,1512.0,921.0,,,,
,05.00.00,,983.0,-200.0,,833.0,116.0,894.0,102.0,1524.0,1012.0,,,,
,06.00.00,,1033.0,-200.0,,917.0,118.0,882.0,95.0,1617.0,905.0,,,,
,07.00.00,,1388.0,-200.0,,1372.0,272.0,601.0,140.0,2105.0,1449.0,,,,
,08.00.00,-200.0,1512.0,-200.0,,1530.0,-200.0,527.0,-200.0,2326.0,1725.0,,,,
,09.00.00,,1148.0,-200.0,,1104.0,258.0,723.0,138.0,1713.0,1301.0,,,,
,10.00.00,,1095.0,-200.0,,1019.0,186.0,815.0,113.0,1618.0,1181.0,,,,
,11.00.00,,987.0,-200.0,,979.0,130.0,923.0,101.0,1515.0,962.0,,,,
,12.00.00,2.0,984.0,-200.0,,998.0,134.0,905.0,97.0,1523.0,862.0,,,,
,13.00.00,,1072.0,-200.0,,1084.0,148.0,843.0,114.0,1622.0,1017.0,,,,
,14.00.00,,1048.0,-200.0,,1068.0,147.0,869.0,110.0,1573.0,993.0,,,,
,15.00.00,,1042.0,-200.0,,1029.0,123.0,907.0,103.0,1540.0,879.0,,,,
,16.00.00,,1113.0,-200.0,,1086.0,138.0,882.0,119.0,1584.0,926.0,,,,
,17.00.00,3.0,1146.0,-200.0,,1145.0,162.0,836.0,126.0,1647.0,1011.0,,,,
,18.00.00,,1239.0,-200.0,,1272.0,214.0,748.0,144.0,1790.0,1380.0,,,,
,19.00.00,,1302.0,-200.0,,1346.0,230.0,706.0,164.0,1880.0,1698.0,,,,
,20.00.00,,1181.0,-200.0,,1183.0,191.0,792.0,148.0,1711.0,1432.0,,,,
,21.00.00,,1068.0,-200.0,,1037.0,128.0,869.0,119.0,1567.0,1217.0,,,,
,22.00.00,,1135.0,-200.0,,1065.0,138.0,803.0,111.0,1630.0,1317.0,,,,
,23.00.00,,1121.0,-200.0,,992.0,126.0,844.0,115.0,1505.0,1255.0,,,,
,00.00.00,,1131.0,-200.0,,965.0,107.0,843.0,103.0,1520.0,1223.0,,,,
,01.00.00,,947.0,-200.0,,798.0,67.0,964.0,81.0,1395.0,930.0,,,,
,02.00.00,1.0,935.0,-200.0,,786.0,55.0,964.0,71.0,1389.0,954.0,,,,
,03.00.00,,941.0,-200.0,,792.0,-200.0,975.0,-200.0,1397.0,889.0,,,,
,04.00.00,-200.0,867.0,-200.0,,734.0,48.0,1043.0,58.0,1324.0,808.0,,,,
,05.00.00,,839.0,-200.0,,638.0,33.0,1171.0,44.0,1271.0,643.0,,,,
,06.00.00,,873.0,-200.0,,704.0,41.0,1091.0,49.0,1322.0,756.0,,,,
,07.00.00,,1065.0,-200.0,,942.0,106.0,890.0,68.0,1576.0,1067.0,,,,
,08.00.00,,1187.0,-200.0,,1104.0,208.0,727.0,108.0,1721.0,1391.0,,,,
,09.00.00,,1249.0,-200.0,,1174.0,193.0,712.0,117.0,1774.0,1486.0,,,,
,10.00.00,,1157.0,-200.0,,1072.0,191.0,802.0,127.0,1653.0,1327.0,,,,
,11.00.00,,988.0,-200.0,,924.0,113.0,1015.0,93.0,1463.0,835.0,,,,
,12.00.00,,1025.0,-200.0,,955.0,111.0,997.0,94.0,1457.0,834.0,,,,
,13.00.00,,997.0,-200.0,,947.0,106.0,998.0,87.0,1460.0,815.0,,,,
,14.00.00,,916.0,-200.0,,829.0,82.0,1124.0,75.0,1333.0,621.0,,,,
,15.00.00,,965.0,-200.0,,910.0,79.0,1056.0,81.0,1389.0,643.0,,,,
